relation	word1	pos1	word2	pos2
hypernym	鋁壺	Na	壺	Na
hypernym	暖水壺	Na	壺	Na
hypernym	茶壺	Na	壺	Na
hypernym	瓷壺	Na	壺	Na
hypernym	玉壺	Na	壺	Na
hypernym	水壺	Na	壺	Na
hypernym	壺	Na	物品	Na
hypernym	壺	Na	器皿	Na
hypernym	壺	Na	器具	Na
meronym	壺蓋	Na	壺	Na
synonym	線	Na	繩	Na
hypernym	電線	Na	線	Na
hypernym	毛線	Na	線	Na
hypernym	絲線	Na	線	Na
hypernym	線	Na	工具	Na
meronym	線頭	Na	線	Na
synonym	塔	Na	樓	Na
synonym	塔	Na	浮屠	Na
hypernym	佛塔	Na	塔	Na
hypernym	木塔	Na	塔	Na
hypernym	石塔	Na	塔	Na
hypernym	鐵塔	Na	塔	Na
hypernym	水塔	Na	塔	Na
hypernym	塔	Na	建築物	Na
meronym	塔基	Na	塔	Na
meronym	塔頂	Na	塔	Na
meronym	斗拱	Na	塔	Na
meronym	塔簷	Na	塔	Na
meronym	塔尖	Na	塔	Na
meronym	塔身	Na	塔	Na
synonym	樹	Na	森林	Na
synonym	樹	Na	樹木	Na
hypernym	橡樹	Na	樹	Na
hypernym	柏樹	Na	樹	Na
hypernym	柳樹	Na	樹	Na
hypernym	松樹	Na	樹	Na
hypernym	榆樹	Na	樹	Na
hypernym	木棉	Na	樹	Na
hypernym	楊樹	Na	樹	Na
hypernym	樹	Na	植物	Na
meronym	樹根	Na	樹	Na
meronym	樹幹	Na	樹	Na
meronym	樹葉	Na	樹	Na
hypernym	雨傘	Na	傘	Na
hypernym	紙傘	Na	傘	Na
hypernym	傘	Na	日用品	Na
meronym	傘骨	Na	傘	Na
meronym	傘蓋	Na	傘	Na
meronym	傘柄	Na	傘	Na
hypernym	河水	Na	水	Na
hypernym	海水	Na	水	Na
hypernym	飲用水	Na	水	Na
hypernym	純淨水	Na	水	Na
hypernym	湖水	Na	水	Na
hypernym	水	Na	無機物	Na
hypernym	水	Na	液體	Na
meronym	氧離子	Na	水	Na
meronym	氫離子	Na	水	Na
synonym	浪	Na	水花	Na
synonym	浪	Na	浪花	Na
synonym	浪	Na	海浪	Na
hypernym	巨浪	Na	浪	Na
hypernym	大浪	Na	浪	Na
hypernym	鹽井	Na	井	Na
hypernym	水井	Na	井	Na
hypernym	機井	Na	井	Na
hypernym	油井	Na	井	Na
synonym	鯨	Na	鯨魚	Na
hypernym	須鯨	Na	鯨	Na
hypernym	灰鯨	Na	鯨	Na
hypernym	抹香鯨	Na	鯨	Na
hypernym	藍鯨	Na	鯨	Na
hypernym	鯨	Na	動物	Na
meronym	鰭	Na	鯨	Na
synonym	酒	Na	杜康	Nb
hypernym	茅臺	Nb	酒	Na
hypernym	葡萄酒	Na	酒	Na
hypernym	白酒	Na	酒	Na
hypernym	米酒	Na	酒	Na
hypernym	五糧液	Nb	酒	Na
hypernym	藥酒	Na	酒	Na
hypernym	酒	Na	飲料	Na
hypernym	酒	Na	飲品	Na
meronym	酒精	Na	酒	Na
synonym	狼	Na	豺	Na
antonym	狼	Na	羊	Na
hypernym	灰狼	Na	狼	Na
hypernym	狼	Na	動物	Na
meronym	狼皮	Na	狼	Na
meronym	毛	Na	狼	Na
hypernym	繩結	Na	結	Na
hypernym	領結	Na	結	Na
hypernym	蝴蝶結	Na	結	Na
synonym	方塊	Na	方框	Na
synonym	方塊	Na	方形	Na
antonym	方塊	Na	圓形	Na
hypernym	方塊	Na	形狀	Na
synonym	骨頭	Na	骨骼	Na
synonym	骨頭	Na	骨	Na
hypernym	頭骨	Na	骨頭	Na
hypernym	椎骨	Na	骨頭	Na
hypernym	脊柱	Na	骨頭	Na
hypernym	腿骨	Na	骨頭	Na
hypernym	肩胛骨	Na	骨頭	Na
meronym	骨頭	Na	身體	Na
meronym	骨質	Na	骨頭	Na
meronym	骨膜	Na	骨頭	Na
meronym	骨髓	Na	骨頭	Na
synonym	瓶子	Na	瓶	Na
hypernym	玻璃瓶	Na	瓶子	Na
hypernym	奶瓶	Na	瓶子	Na
hypernym	水瓶	Na	瓶子	Na
hypernym	酒瓶	Na	瓶子	Na
hypernym	塑膠瓶	Na	瓶子	Na
hypernym	藥瓶	Na	瓶子	Na
hypernym	瓶子	Na	器皿	Na
hypernym	瓶子	Na	容器	Na
meronym	蓋	Na	瓶子	Na
hypernym	冰	Na	水	Na
synonym	國王	Na	君主	Na
synonym	國王	Na	皇帝	Na
hypernym	女王	Na	國王	Na
hypernym	天皇	Na	國王	Na
hypernym	國王	Na	身份	Na
hypernym	國王	Na	人	Na
hypernym	國王	Na	統治者	Na
synonym	豹子	Na	豹	Na
hypernym	獵豹	Na	豹子	Na
hypernym	金錢豹	Na	豹子	Na
hypernym	豹子	Na	動物	Na
meronym	腿	Na	豹子	Na
meronym	頭	Na	豹子	Na
meronym	尾巴	Na	豹子	Na
meronym	軀幹	Na	豹子	Na
meronym	滑鼠	Na	電腦	Na
meronym	右鍵	Na	滑鼠	Na
meronym	左鍵	Na	滑鼠	Na
meronym	滑輪	Na	滑鼠	Na
meronym	按鍵	Na	滑鼠	Na
hypernym	鐵釘	Na	釘子	Na
hypernym	木釘	Na	釘子	Na
hypernym	鋼釘	Na	釘子	Na
hypernym	圖釘	Na	釘子	Na
hypernym	釘子	Na	日用品	Na
hypernym	釘子	Na	工具	Na
antonym	麵條	Na	湯	Na
hypernym	陽春麵	Na	麵條	Na
hypernym	擔擔麵	Na	麵條	Na
hypernym	拉麵	Na	麵條	Na
hypernym	小面	Na	麵條	Na
hypernym	掛麵	Na	麵條	Na
hypernym	手擀面	Na	麵條	Na
hypernym	麵條	Na	麵食	Na
hypernym	麵條	Na	食物	Na
synonym	爪子	Na	爪	Na
synonym	爪子	Na	蹄子	Na
hypernym	雞爪	Na	爪子	Na
hypernym	爪子	Na	器官	Na
meronym	爪子	Na	腳	Na
meronym	爪子	Na	身體	Na
synonym	水管	Na	管道	Na
hypernym	塑膠管	Na	水管	Na
hypernym	金屬管	Na	水管	Na
hypernym	水管	Na	工業品	Na
hypernym	水管	Na	管道	Na
hypernym	水管	Na	管子	Na
meronym	水管	Na	建築物	Na
meronym	管壁	Na	水管	Na
meronym	介面	Na	水管	Na
hypernym	鋼纜	Na	繩子	Na
hypernym	跳繩	Na	繩子	Na
hypernym	麻繩	Na	繩子	Na
hypernym	鋼絲繩	Na	繩子	Na
hypernym	繩子	Na	生活品	Na
hypernym	繩子	Na	日用品	Na
hypernym	繩子	Na	工具	Na
synonym	尺子	Na	直尺	Na
hypernym	直尺	Na	尺子	Na
hypernym	米尺	Na	尺子	Na
hypernym	鋼尺	Na	尺子	Na
hypernym	尺子	Na	文具	Na
hypernym	尺子	Na	工具	Na
meronym	刻度值	Na	尺子	Na
synonym	鏟子	Na	鐵鍁	Na
antonym	鏟子	Na	鋤頭	Na
hypernym	鍋鏟	Na	鏟子	Na
hypernym	塑膠鏟	Na	鏟子	Na
hypernym	鐵鏟	Na	鏟子	Na
hypernym	工兵鏟	Na	鏟子	Na
hypernym	鏟子	Na	日用品	Na
hypernym	鏟子	Na	工具	Na
meronym	把手	Na	鏟子	Na
meronym	手柄	Na	鏟子	Na
meronym	木柄	Na	鏟子	Na
random	臉頰	Na	花瓣	Na
random	差	VH	有利於	VK
random	二	Neu	攤子	Nc
random	開始	Ng	北區	Nc
random	而後	D	對於	P
random	大自然	Nc	鐵塔	Na
random	之後	Ng	水壩	Na
random	捨	VC	升	Nf
random	狀況	Na	受限於	VI
random	表示	VE	在乎	VK
random	獅子座	Nb	骨質	Na
random	幫	VC	路	Na
random	禁不起	VL	吟	Na
random	四肢	Na	窄	VH
random	種	Na	柴	Na
random	巴	Na	感	Na
random	上山	VA	公告週知	VI
random	指紋	Na	幢	Nf
random	姐	Na	外傳	Na
random	注	Na	外流河	Na
random	彈夾	Na	火鍋	Na
random	率	VF	珠	Na
random	素材	Na	嚴峻	VH
random	悉尼	Nc	震	Nb
random	弘	VH	麻雀	Na
random	壺蓋	Na	烏雞	Na
random	打	VC	課本	Na
random	減少	VHC	緩	VH
random	浸	VJ	水井	Na
random	美	VH	底	Na
random	秦王	Nb	焦躁	VH
random	藝術家	Na	郎	Na
random	實	VH	科學	Na
random	惡性	A	媽呀	I
random	財務	Na	科學	Na
random	多多	VH	氫離子	Na
random	那兒	Ncd	如	Cbb
random	不	D	月亮	Na
random	年	Na	玉壺	Na
random	熊	Na	牽牛花	Na
random	當作	VG	向日葵	Na
random	翠	VH	瓷壺	Na
random	媽媽	Na	密	VH
random	回想	VK	眉毛	Na
random	瓷	Na	如坐針氈	VH
random	弧	Na	花蕾	Na
random	輪	Na	有機體	Na
random	矮	VJ	勸告	VF
random	精	VL	研究所	Nc
random	換成	VG	直徑	Na
random	換言之	Dk	知識	Na
random	談起	VE	差不多	D
random	貴	VH	尼泊爾	Nc
random	一點點	Neqa	井	Na
random	然而	Cbb	今年	Nd
random	利益	Na	德	Nc
random	雜貨店	Nc	小草	Na
random	餐具	Na	合同	Na
random	黑	VH	倫敦	Nc
random	金錢	Na	職業學生	Na
random	中國式	A	促成	VK
random	鋁鍋	Na	負債	VJ
random	機械	Na	鍋鏟	Na
random	鋒面雨	Na	架子鼓	Na
random	禮聘	VF	凌	Na
random	藝術家	Na	兔子	Na
random	圓形	Na	所	Nf
random	小姐	Na	蛋糕	Na
random	婚前	Nd	憤慨	VH
random	不便	VH	身分證	Na
random	普通	VH	柏油路	Na
random	巴西	Nc	慈	VH
random	好些	Neqa	西德	Nc
random	曹	Nb	記錄片	Na
random	碗底	Na	出自	VJ
random	鮮花	Na	東亞	Nc
random	台北縣	Nc	健康	Na
random	漂	VH	碧	VH
random	證	Na	紀錄片	Na
random	翠	VH	意想不到	VK
random	雞翅	Na	皮	Na
random	行	Na	介面	Na
random	哀愁	VH	痛惡	VK
random	況	Cbb	鼻	Na
random	毛	Na	虛	VH
random	旱路	Na	惱火	VH
random	來不及	VH	祇要	Cbb
random	何況	Cbb	交通犬	Na
random	方向	Na	銳	VH
random	傷痛	Na	趴	VA
random	百合	Na	漁船	Na
random	兒	Na	反感	Na
random	左心房	Na	然	Cbb
random	民	Na	鵝毛	Na
random	無意	VL	腿腕	Na
random	落後	VJ	頭	Na
random	股	Na	當時	Nd
random	排球	Na	外套	Na
random	儘量	D	上	VCL
random	南極	Nc	慕尼黑	Nc
random	效	VC	提前	VB
random	剝	VC	楊樹	Na
random	台北縣	Nc	折服	VI
random	道德	Na	眼睛	Na
random	狗	Na	頭骨	Na
random	道德	Na	延平郡王	Nb
random	旅	VCL	呼	VC
random	無機物	Na	嫩	VH
random	胸部	Na	煩惱	VH
random	四川	Nc	公牛	Na
random	危	VH	挫	VC
random	畝	Nf	碗底	Na
random	漏出	VC	珠	Na
random	遼	Nd	紅糖	Na
random	教授	Na	禮拜	VA
random	期刊	Na	藍	Na
random	生	VH	鐵門	Na
random	消失	VA	婆	Na
random	學期	Na	制服	Na
random	朱紅	Na	烏雲	Na
random	送客	VA	花貓	Na
random	午前	Nd	狸貓	Na
random	不消說	Dk	世紀	Na
random	祇要	Cbb	里	Nc
random	針尖	Na	東北	Ncd
random	鋤頭	Na	柏樹	Na
random	氣不過	VH	烽	Na
random	名將	Na	引以為鑑	VH
random	生產力	Na	招致	VL
random	毛線	Na	悲憤	VH
random	通訊	Na	品	Na
random	冥冥之中	Nd	英	Nb
random	刀魚	Na	嘴脣	Na
random	塑膠鏟	Na	腳趾	Na
random	享有	VJ	門栓	Na
random	立	VA	回想	VK
random	這裏	Ncd	那兒	Ncd
random	鼓槌	Na	中式	A
random	姐妹	Na	掃瞄器	Na
random	京	Nc	山洞	Na
random	基本	D	設	Cbb
random	評	Na	西北	Ncd
random	震	Nb	想不到	Dk
random	柏樹	Na	小雪	Nd
random	人	Na	腿腕	Na
random	駒	Na	山脊	Na
random	耍	VC	木柵	Nc
random	地理學	Na	怨	VK
random	嗚呼	I	擅長	VL
random	傳道	VB	鬍鬚	Na
random	今	Nd	佩	Na
random	黃河	Nc	梗	VA
random	主	Na	幼時	Nd
random	衛	Na	心房	Na
random	女兒	Na	扳機	Na
random	法則	Na	垂釣	VA
random	書脊	Na	熱帶	Nc
random	錢	Na	悵然	VH
random	生存	VH	錢財	Na
random	倒	D	骨	Na
random	略	Na	賣方	Na
random	飾品	Na	船艙	Na
random	賦與	VD	源於	VJ
random	子	Na	躺	VJ
random	孔明	Nb	血小板	Na
random	美	VH	聘任	VC
random	和	Na	鴨子	Na
random	大學	Nc	不見得	D
random	享受到	VJ	老鷹	Na
random	身體	Na	勃	VH
random	罐頭	Na	奶糖	Na
random	家禽	Na	推	VC
random	糖果	Na	城	Na
random	說不定	D	廚房	Nc
random	頭頂	Nc	怨恨	VJ
random	減低	VH	冥冥之中	Nd
random	公雞	Na	喪	Na
random	蒙古	Nc	民	Na
random	鍋	Na	予以	VC
random	陋	VH	宮	Nc
random	況且	Cbb	土壤	Na
random	有鑑於	Cbb	後方	Ncd
random	譬如	P	簽約	VA
random	勺	Na	滑輪	Na
random	冥冥之中	Nd	名牌	Na
random	船舶	Na	以至	Cbb
random	基督	Nb	鎖孔	Na
random	醉	VH	寧	Nc
random	移動	VAC	墮胎	VB
random	賺	VC	惱怒	VI
random	下臺	VA	次	Nf
random	廣播	Na	皖	Na
random	升級	VH	情誼	Na
random	簽約	VA	瓷	Na
random	乘坐	VC	按鍵	Na
random	吞下去	VB	槍托	Na
random	木棉	Na	地面	Na
random	發送	VC	放出來	VB
random	國家	Na	尺子	Na
random	方	Na	有心人士	Na
random	空中	Nc	不屑一顧	VI
random	須	Na	擊	VC
random	抽象	VH	訂購	VC
random	糞	Na	水產	Na
random	躁鬱	VH	法國人	Na
random	這邊	Ncd	祝	VE
random	勃	VH	吟	Na
random	俄羅斯	Nc	茂	Nb
random	胃	Na	木棉	Na
random	盡量	D	辛酸	VH
random	城池	Na	哀哉	I
random	秦王	Nb	厚	VJ
random	下	VCL	警局	Nc
random	繩	Na	階級	Na
random	酒瓶	Na	樹葉	Na
random	麵食	Na	蒙古	Nc
random	如坐針氈	VH	山脊	Na
random	暴	VA	教室	Nc
random	胸部	Na	叫作	VG
random	機關	Na	以後	Nd
random	些	Nf	老馬	Na
random	藥酒	Na	趴	VA
random	玉壺	Na	瓷	Na
random	伯仲	Nh	方塊	Na
random	相比	VB	北京	Nc
random	需要	VK	有機體	Na
random	銀針	Na	本錢	Na
random	延期	VB	茶壺	Na
random	中央	Ncd	那麼	D
random	統一	VHC	末	Na
random	棋	Na	野牛	Na
random	不需	D	褲子	Na
random	頓時	VH	可	Cbb
random	洩	VC	絲	Nf
random	二胡	Na	菜刀	Na
random	鱸魚	Na	院門	Na
random	登臺	VA	盹	VA
random	有鑑於	Cbb	秦王	Nb
random	接觸	VC	門扇	Na
random	麻	Na	偏	D
random	弛	VH	叫作	VG
random	很多	Neqa	爸爸	Na
random	牆	Na	長榮	Nb
random	上臺	VA	依賴	VK
random	大腿	Na	鋒面雨	Na
random	床	Na	不要	D
random	訂購	VC	圳	Nc
random	更何況	Cbb	後現代	Na
random	省	Nc	封面	Na
random	獵	Na	大自然	Nc
random	決賽	Na	天蠍座	Nb
random	星星	Na	壹	Neu
random	蒙古馬	Na	甲	Neu
random	箋	Na	上臺	VA
random	洩	VC	憎惡	VJ
random	玻璃瓶	Na	越	Nc
random	動詞	Na	橋墩	Na
random	上升	VA	顏色	Na
random	部	Na	底	Na
random	為何	D	塑膠瓶	Na
random	傳真	Na	鍋子	Na
random	不過	Da	侵蝕山	Na
random	賦與	VD	教室	Nc
random	汝等	Nh	勇	VH
random	指紋	Na	鴨梨	Na
random	橋孔	Na	雞冠	Na
random	保	Nc	須鯨	Na
random	提及	VE	雲朵	Na
random	禮	Na	花瓣	Na
random	圓形	Na	師範	Nc
random	廚具	Na	己	Neu
random	照說	Dk	田	Na
random	天主教	Nb	飲用水	Na
random	頁	Nf	惱怒	VI
random	禁不起	VL	麋鹿	Na
random	準決賽	Na	寒帶	Nc
random	排放到	VCL	積雲	Na
random	馬尾	Na	清楚	VK
random	杭	Nc	桂	Nc
random	消失	VA	領	VC
random	婚後	Nd	轉為	VG
random	禪宗	Nb	湘	Nc
random	捨	VC	東南	Ncd
random	上升	VA	鬼魂	Na
random	背	Na	有點兒	Dfa
random	松樹	Na	盒子	Na
random	放任	VL	敍	Nc
random	桃	Na	技	Na
random	樂隊	Na	昆蟲	Na
random	杜康	Nb	大部分	Neqa
random	浪花	Na	磨	Na
random	水壩	Na	波音	Nb
random	花萼	Na	肉牛	Na
random	睹	VC	野牛	Na
random	那邊	Ncd	鴿子	Na
random	天秤座	Nb	符	Na
random	這麼樣	Dfa	一塊兒	D
random	頌	Na	辛酸	VH
random	要不然	Cbb	健康	Na
random	臺南	Nc	乞	VE
random	志	VC	光	Da
random	明星	Na	夾道	Na
random	神獸	Na	爺	Na
random	睹	VC	熟	VH
random	況	Cbb	窄	VH
random	小我	Na	奶糖	Na
random	如	Cbb	餓死鬼	Na
random	落後	VJ	促使	VL
random	語言	Na	禽	Na
random	不過	Da	扉頁	Na
random	鴕鳥	Na	海水	Na
random	農村	Na	普通	VH
random	槍管	Na	鵜	Na
random	任由	VL	小腿	Na
random	家畜	Na	基于	P
random	軍隊	Na	盆地	Na
random	可能	Na	氾濫草原	Na
random	紀錄	Na	公路	Na
random	男人	Na	相同	VH
random	醉	VH	脊椎	Na
random	晨間	Nd	甚	Nep
random	隨	VH	雞翅	Na
random	結果	Na	傳真	Na
random	里	Nc	遊行	VA
random	煩惱	VH	陸棲生物	Na
random	湖	Na	組合成	VG
random	眼鏡蛇	Na	便利	VH
random	不能	D	時	Nf
random	捨	VC	區	Na
random	烏雞	Na	論述	VE
random	江蘇	Nc	不屑一顧	VI
random	高	Na	長成	VG
random	肇致	VL	山脊	Na
random	午間	Nd	氣惱	VH
random	美	VH	鬍鬚	Na
random	唯有	D	柚	Na
random	沙漠	Na	佩	Na
random	心酸	VH	剪紙	Na
random	陽	Na	派	Na
random	汽	Na	人行道	Na
random	忐忑不安	VH	最近	Nd
random	要不是	Cbb	驢肉	Na
random	鴕鳥	Na	簣	Na
random	立	VA	裕隆	Nb
random	招	VC	坊間	Nc
random	橡皮糖	Na	溫帶草原	Na
random	考	VE	愁苦	VH
random	可能	Na	認清	VK
random	狗尾巴草	Na	非洲	Nc
random	石門	Nc	悲切	VH
random	鄭	Nb	麻雀	Na
random	基督教	Nb	他倆	Nh
random	豬蹄	Na	寶劍	Na
random	書籍	Na	植物	Na
random	知覺	Na	麻繩	Na
random	賀	VE	啟	VC
random	鹿	Na	氣憤	VH
random	內部	Ncd	朱紅	Na
random	電腦	Na	善	Na
random	長榮	Nb	海水	Na
random	集	VC	引以為鑑	VH
random	袋子	Na	注意力	Na
random	死掉	VH	全部	Neqa
random	勺子	Na	打瞌睡	VA
random	豬	Na	印刷紙	Na
random	室	Nb	壁	Nb
random	濃	VH	想起	VE
random	董事會	Na	右心房	Na
random	禍	VHC	幹什麼	D
random	反映	VE	金屬門	Na
random	心花怒放	VH	怨	VK
random	回	VC	打招呼	VB
random	期望	VK	點點	Neqa
random	男人	Na	柏樹	Na
random	可能性	Na	等同	VG
random	以致於	Cbb	上海	Nc
random	對流雨	Na	搖	VA
random	汙	VH	不加	D
random	圓圈	Na	狀態	Na
random	皇	Na	山羊	Na
random	副	A	蒜	Na
random	江蘇	Nc	蕭	Na
random	加上	VC	油船	Na
random	周知	VI	乃至	Cbb
random	祕	Na	遊客	Na
random	碗壁	Na	官員	Na
random	面目	Na	儘管	Cbb
random	澳	Nc	好兄弟	Na
random	冊	Na	斗	Nb
random	相	Na	迷	VL
random	低溫	VH	首飾	Na
random	此	Ncd	芝加哥	Nc
random	冰球	Na	指紋	Na
random	嘴	Na	半身	Nc
random	橡皮糖	Na	安親班	Na
random	屁股	Na	濃	VH
random	特地	D	麋鹿	Na
random	鎖芯	Na	路基	Na
random	真	VH	雙刃劍	Na
random	懊惱	VH	慕尼黑	Nc
random	成員	Na	不單	Cbb
random	引得	VL	當時	Nd
random	露	VC	冷淡	VH
random	針眼	Na	沙國	Nc
random	天氣	Na	幹嘛	D
random	承租	VD	為啥	D
random	這樣	Dfa	師院	Nc
random	爪	Na	錯	VH
random	可	Cbb	手術刀	Na
random	只有	Cbb	茉莉	Na
random	急急忙忙	D	莊稼	Na
random	考慮到	VE	驚駭	VH
random	黃牛	Na	葡萄糖	Na
random	吸	VC	橋墩	Na
random	劣	VH	確保	VE
random	屋子	Na	言語	Na
random	旱田	Na	浸泡	VB
random	兵器	Na	胡	VH
random	實	VH	老師	Na
random	利益	Na	鮮血	Na
random	霜	A	蛋糕	Na
random	看到	VE	面頰	Na
random	絕大多數	Neqa	心花怒放	VH
random	年	Na	住宅	Na
random	答應	VE	寬	VH
random	對於	P	水彩畫	Na
random	之前	Nd	盒子	Na
random	水管	Na	鴨子	Na
random	冷漠	VH	憂憤	VH
random	鐵塔	Na	之間	Ng
random	山脈	Na	放	VC
random	山脈	Na	無機物	Na
random	火苗	Na	筆芯	Na
random	地面	Na	白紙	Na
random	玫瑰	Na	基	Na
random	趕得及	VL	東南	Ncd
random	延期	VB	當時	Nd
random	帶	VC	不只	Da
random	石碗	Na	音樂	Na
random	神獸	Na	國產	A
random	換言之	Dk	粘	VC
random	刻度值	Na	大蔥	Na
random	黃花魚	Na	玻璃碗	Na
random	忙	VH	小腿	Na
random	左邊	Ncd	安親班	Na
random	招生	VA	生產力	Na
random	研究所	Nc	非洲象	Na
random	要是	Cbb	推	VC
random	計	Na	鎖芯	Na
random	引以為鑑	VH	牛肉	Na
random	若是	Cbb	木棉	Na
random	項	Na	期刊	Na
random	利益	Na	提	VC
random	如此	Dfa	光電	Na
random	貸	VD	升級	VH
random	輪	Na	轉成	VG
random	茂	Nb	銀元	Na
random	膈	Na	紙幣	Na
random	公立	A	斬	VC
random	職業學生	Na	尾巴	Na
random	一樣	VH	提前	VB
random	足弓	Na	不要	D
random	腰	Na	脊椎動物	Na
random	變為	VG	蛋糕	Na
random	調羹	Na	浮躁	VH
random	圍起來	VB	梅花鹿	Na
random	電信局	Na	波音	Nb
random	持有	VJ	案底	Na
random	淡水湖	Na	畫家	Na
random	趕不及	VL	換句話說	Dk
random	勺	Na	垃圾	Na
random	丈夫	Na	倫	Na
random	小腿	Na	煩悶	VH
random	松獅	Na	川	Nc
random	商品	Na	兄弟	Na
random	女兒	Na	敦聘	VF
random	軀幹	Na	毛毛雨	Na
random	需要	VK	放任	VL
random	打	VC	娃	Na
random	上昇	VA	水瓶座	Nb
random	化為	VG	那麼多	VH
random	劇院	Nc	秒鐘	Nf
random	白細胞	Na	難忘	VK
random	道德	Na	進去	VA
random	土地	Na	比不上	VJ
random	開	VC	堆積山	Na
random	水流	Na	拉鎖	Na
random	感受	VK	差不多	D
random	運動	Na	圓圈	Na
random	浪花	Na	本	A
random	老馬	Na	珊瑚	Na
random	事件	Na	展示	VC
random	打招呼	VB	登陸	VCL
random	觸角	Na	盡可能	D
random	買下	VC	諸葛亮	Nb
random	勝	VD	轉化為	VG
random	撒	VC	釣魚	VA
random	麥克	VH	臉	Na
random	丹紅	Na	灰熊	Na
random	牡丹	Na	略	Na
random	道路	Nb	附贈	VD
random	祇要	Cbb	計	Na
random	營	Nf	水彩畫	Na
random	簡而言之	Dk	開	VC
random	准	VE	想要	VE
random	如坐針氈	VH	孫	Nb
random	盹	VA	毒蛇	Na
random	毛線	Na	董事會	Na
random	高中	Nc	電影院	Nc
random	帆船	Na	只有	Cbb
random	如此一來	Dk	管道	Na
random	演出	Na	蟳	Na
random	大	VH	憂傷	VH
random	鋼絲床	Na	掛號信	Na
random	電影院	Nc	少	VH
random	假	VH	符	Na
random	四季	Na	明月	Na
random	秩序	Na	新生	Na
random	顯示出	VK	放出	VC
random	近路	Na	篇	Nf
random	中國式	A	窄	VH
random	簡	VH	勿	D
random	一般來說	Dk	煩悶	VH
random	受制	VI	捷徑	Na
random	腹背	Na	特徵	Na
random	腳丫	Na	弱	VH
random	今天	Nd	顯示出	VK
random	歌星	Na	悲苦	VH
random	血液	Na	祇是	D
random	工具	Na	大多數	Neqa
random	利益	Na	外傳	Na
random	服	VC	放	VC
random	唯有	D	扇	Na
random	窩	Na	網	Na
random	期刊	Na	參考書	Na
random	預	VC	尺子	Na
random	對象	Na	舢板	Na
random	塔	Na	麻繩	Na
random	注射器	Na	詐騙	VD
random	碧	VH	鋼絲床	Na
random	幹嘛	D	蟹	Na
random	曝	VA	草魚	Na
random	河岸	Na	公牛	Na
random	農田	Na	領	VC
random	唐	Nd	肩	Na
random	有鑑於	Cbb	足弓	Na
random	服飾	Na	地形雨	Na
random	換成	VG	汽	Na
random	丁	Na	非洲象	Na
random	梅花鹿	Na	黑貓	Na
random	一心	D	甚而	Cbb
random	腳背	Na	銳	VH
random	惡性	A	床腿	Na
random	舒服	VH	思念	VJ
random	紀錄	Na	門扇	Na
random	習慣	Na	歷史	Na
random	以致	Cbb	張三	Nb
random	延後	VC	仁	Na
random	胸	Na	撲	VC
random	忙	VH	動詞	Na
random	長庚	Nc	紀念堂	Nc
random	左邊	Ncd	針葉林	Na
random	協約	Na	宮	Nc
random	冰球	Na	會議	Na
random	外傳	Na	公豬	Na
random	震	Nb	商	Nd
random	特地	D	韓	Nb
random	需要	VK	奶瓶	Na
random	水牛	Na	技	Na
random	夾心糖	Na	歷史	Na
random	梯田	Na	章	Na
random	頂	VC	鑒於	Cbb
random	增長	VH	胸	Na
random	訂購	VC	嫌憎	VH
random	斬	VC	際	Nd
random	低聲	D	上台	VA
random	調味料	Na	死亡	VH
random	合約	Na	婚前	Nd
random	忙	VH	氾濫草原	Na
random	門鎖	Na	導盲犬	Na
random	消失	VA	斃	VH
random	摔	VC	哈	Nc
random	忘	VK	拉鎖	Na
random	情誼	Na	大碗	Na
random	炊具	Na	我的媽呀	I
random	木劍	Na	小時	Nf
random	血液	Na	祖父	Na
random	鳳凰	Na	曹	Nb
random	漏出	VC	抱歉	VK
random	叫	VC	曇花	Na
random	婚前	Nd	直徑	Na
random	蛇皮	Na	鋒面雨	Na
random	魔	Na	觸角	Na
random	進口	A	首飾	Na
random	費	VJ	戰鼓	Na
random	中央	Nc	鮮	VH
random	強	VH	丁香	Na
random	扉頁	Na	小草	Na
random	考試	VA	啟明星	Na
random	恍	VC	誘使	VL
random	熊	Na	盜版	Na
random	特地	D	調羹	Na
random	樹根	Na	雙刃劍	Na
random	延	VC	住宅	Na
random	山巒	Na	聘	VF
random	這麼一來	Dk	魯	Nc
random	施捨	VD	歲	Nb
random	全職	A	用到	VC
random	副熱帶	Na	財產	Na
random	公司	Na	延長	VH
random	姐妹	Na	歌手	Na
random	登	VCL	牧草地	Na
random	看到	VE	現年	VJ
random	新	VH	探親	VA
random	打開	VC	象鼻	Na
random	下臺	VA	假	VH
random	世紀	Na	駿馬	Na
random	絲	Nf	淡水湖	Na
random	水桶	Na	小腿	Na
random	擅於	VL	狼	Na
random	麻繩	Na	竹橋	Na
random	致使	VL	雞胸	Na
random	老實說	Dk	文建會	Nb
random	土	Na	後現代主義	Na
random	主	Na	有心人士	Na
random	四肢	Na	位	Na
random	脫	VC	鱔魚	Na
random	野豬	Na	絲線	Na
random	知覺	Na	鱗片	Na
random	皇帝	Na	新	VH
random	能力	Na	以內	Ng
random	加入	VC	曹	Nb
random	水中生物	Na	苦澀	VH
random	傷痛	Na	地形雨	Na
random	忽視	VJ	火焰	Na
random	觸怒	VC	旱路	Na
random	許多	Neqa	鼾聲	Na
random	人頭	Na	梅花鹿	Na
random	鐵鍁	Na	房屋	Na
random	實	VH	蘭	Na
random	答應	VE	下降	VA
random	等同	VG	屑	VC
random	豐	VH	嫌怨	VH
