relation	word1	word2
meronym	水果	植物
antonym	以內	外面
synonym	點點	一點兒
hypernym	盛開	開花
synonym	中正	直
hyponym	計	單位
hyponym	村莊	區域
nearsynonym	水瓶座	獅子座
nearsynonym	商	清
hyponym	中央	地方
antonym	婆	祖父
hyponym	米	餐點
antonym	急	緩慢
synonym	差不多	近乎
nearsynonym	羊	豬
hypernym	東方	文化
hypernym	波蘭	國家
synonym	比如說	譬如說
antonym	糟	良好
nearsynonym	天秤座	金牛座
nearsynonym	心急如焚	焦灼
synonym	有些	有點兒
hypernym	註	訊息
hyponym	外行	評價
hyponym	建築	實體
meronym	代	朝代
hypernym	那麼	如此
hyponym	收取	收
nearsynonym	明	遼
synonym	剎那間	瞬
hypernym	官員	職業
hypernym	符	符號
synonym	吐	吐出來
antonym	占有	無
hyponym	厭煩	生氣
synonym	措詞	措辭
synonym	鑑於	有鑑於
antonym	之前	後
antonym	哥	弟弟
synonym	自己	自個兒
antonym	提前	推
synonym	用	用得著
antonym	女子	男人
hyponym	腎	器官
antonym	漫	短
synonym	不見得	說不定
synonym	僅有	只不過
hyponym	北極	區域
hypernym	聯盟	組織
nearsynonym	末	旦
synonym	將軍	帥
hypernym	化成	變成
antonym	著手	結
synonym	提起	談起
hypernym	瀕臨	靠
antonym	不可	容許
antonym	朝	晚
hyponym	宮殿	建築物
hypernym	泉州	地方
antonym	夫	婦
synonym	不祇	不單單
synonym	乃至	以至於
hyponym	國	組織
hyponym	記者	職業
antonym	以後	之前
nearsynonym	牡羊座	巨蟹座
antonym	升級	跌
hypernym	朋友	關係
meronym	一大早	時間
antonym	渾	清
synonym	變	轉變成
antonym	糟	舒服
nearsynonym	伯	季
synonym	傾心	全心全意
hyponym	東	空間
hyponym	亞熱帶	區域
synonym	這一來	這麼一來
hypernym	胡琴	琴
synonym	四川省	蜀
hypernym	胡琴	樂器
nearsynonym	象	車
nearsynonym	金	火
hypernym	轉成	成為
hypernym	啖	誘使
nearsynonym	巨蟹座	雙子座
synonym	祇	祇不過
antonym	提高	減輕
hyponym	暗	私
hyponym	考	問
antonym	活	離去
synonym	相比	比較
synonym	不單	不單單
antonym	過往	後
hypernym	遺	賦予
hypernym	人	動物
hyponym	煤	固體
synonym	不僅	不單單
hyponym	蟹	水中生物
hypernym	和	道德
nearsynonym	翼	張
hypernym	盅	單位
hypernym	柄	單位
antonym	少	大
antonym	疏	熟
hypernym	嫌	情緒
antonym	部分	整
antonym	之外	以內
nearsynonym	金	銀
synonym	提起	提及
synonym	孩子	小孩子
antonym	長久	暫
hyponym	飛機	交通工具
hypernym	叟	人類
synonym	頃	轉眼間
synonym	基於	基于
hypernym	液體	物質
synonym	了解到	明瞭
antonym	出來	進入
hypernym	宅	屋
synonym	更何況	何況
antonym	丁	女人
hypernym	好朋友	關係
meronym	俗語	語言
hypernym	足跡	影響
antonym	能夠	不行
hyponym	同時	時間
antonym	本	副
synonym	那兒	哪
synonym	這一來	這樣一來
hyponym	魚	水中生物
hyponym	走向	地形
nearsynonym	狗	猴
antonym	前面	背
synonym	打瞌睡	盹
nearsynonym	金牛座	牡羊座
hypernym	設計	學術
hypernym	白色恐怖	事件
hyponym	水流量	物理
meronym	日後	時間
hypernym	喪	過去
hyponym	牟利	牟
synonym	師範	師範學院
synonym	轉化為	轉為
synonym	關於	關于
hypernym	麻	草
synonym	比如說	例如說
hyponym	國	名稱
hypernym	逆	方向
hypernym	品	舉止
hypernym	系	單位
hyponym	杯	容器
hyponym	學期	制度
synonym	升高	昇高
synonym	留	遺留下
hypernym	電腦	工具
synonym	然	只不過
antonym	母親	父
hypernym	焉能	如何
antonym	之後	前面
hyponym	詐騙	騙
hyponym	鼻	器官
hypernym	升	單位
synonym	定型化	定型
hypernym	字	符號
antonym	沒有	存有
synonym	下台	下臺
hypernym	美元	單位
synonym	祇	只不過
nearsynonym	秦	隋
hyponym	詬病	批
antonym	折	勝
synonym	照理說	照道理說
hyponym	罐子	容器
hyponym	痛恨	生氣
nearsynonym	羊	兔
antonym	撤	加
hyponym	桶	工具
hyponym	秀	娛樂
hyponym	波音	飛機
antonym	緩	急
antonym	過往	以後
hyponym	草	植物
synonym	以致	以至於
synonym	大伙兒	大伙
synonym	祇要	只要
antonym	提高	降低
hypernym	候	時間
nearsynonym	耳	鼻
synonym	下臺	下台
hyponym	外套	服飾
hypernym	捲	帶
meronym	婚前	時間
hypernym	叫	訂購
synonym	杜鵑	杜鵑花
hypernym	正	美麗
antonym	女	男人
antonym	遠	接近
hypernym	小	挫
antonym	乾	水
synonym	肚子	心
hyponym	商品	金錢
synonym	變	轉變為
hyponym	高市	臺灣
synonym	比方說	例如
hypernym	窯	設備
antonym	特意	順道
hypernym	致使	導因
hyponym	董事會	組織
meronym	戰後	時間
nearsynonym	水瓶座	巨蟹座
hyponym	館	地方
nearsynonym	林	獵
hypernym	獎金	賞
nearsynonym	周	夏
nearsynonym	上	左
antonym	僅	不只
synonym	點點	一點點
nearsynonym	元	夏
hyponym	傳真	設備
nearsynonym	獅子座	金牛座
nearsynonym	涼	燕
hypernym	行為	言行
nearsynonym	龍	狗
nearsynonym	財政部	內政部
hyponym	腳	器官
synonym	蔣公	蔣介石
hypernym	相	面目
hyponym	丸	固體
antonym	醒	睡覺
synonym	給予	賦與
hypernym	午	時間
hypernym	甘地	名稱
hyponym	熱帶	區域
hypernym	枝	單位
synonym	儘管	盡管
synonym	對于	對於
hypernym	哀戚	悲傷
hyponym	山洞	地形
antonym	密	寬
antonym	先生	房
synonym	許許多多	好多
hyponym	投	送出
synonym	園	幼稚園
antonym	落	上昇
nearsynonym	熊	牛
hyponym	綿	產物
hyponym	警察局	建築物
synonym	比如說	比如
synonym	那裏	哪裡
hyponym	哀愁	悲傷
hypernym	三鐵	娛樂
synonym	甚至於	甚至
hyponym	衛	區域
synonym	如坐針氈	焦灼
nearsynonym	種	目
nearsynonym	黃	黑
hypernym	野	地方
synonym	甚至於	以至於
antonym	此	那裡
hyponym	區	行政區
nearsynonym	西	南
antonym	直接	間接
nearsynonym	大學	高中
hyponym	距	物理
hyponym	赤	顏色
synonym	中國人	華人
hypernym	大打折扣	打
hyponym	一生	時間
meronym	戰前	時間
antonym	以下	之上
hyponym	伊拉克	地方
antonym	良好	差
hypernym	躺	息
meronym	波蘭	歐洲
antonym	熱	冷場
antonym	以前	之後
synonym	沉醉	沈醉
antonym	午后	午前
synonym	大氣	息
hypernym	命	狀況
hypernym	首飾	服飾
hypernym	友人	關係
synonym	照理說	照說
nearsynonym	牛	猴
synonym	引以為鑒	引以為惕
hypernym	小孩	人類
hyponym	繁	語言
hyponym	邵族	原住民
antonym	不到	到
hyponym	韓國	組織
synonym	轉眼間	瞬
hypernym	終	死掉
antonym	上台	下臺
hypernym	德	國家
synonym	副熱帶	亞熱帶
antonym	好	差
hypernym	俄羅斯	國家
nearsynonym	秦	明
synonym	要不然	要不
hyponym	請問	問道
hyponym	財產	財務
hypernym	山路	道路
hyponym	麻	植物
synonym	吞下去	吞
hyponym	宮	場所
hypernym	精品	商品
antonym	那邊	這兒
synonym	照理說	照理
hypernym	所	單位
hyponym	禪	佛教
hypernym	台北	地方
antonym	利	鈍
synonym	來自	來自於
antonym	淡	鹹
hypernym	落寞	悲傷
hyponym	位	制度
hypernym	沮喪	悲傷
hyponym	明星	人
synonym	孔明	諸葛亮
hypernym	下屬	關係
hyponym	酒店	店
hyponym	資料庫	設備
antonym	不需	需要
hypernym	贈送	賦
antonym	導因	結果
antonym	弘	小
antonym	老	新
hyponym	區	區域
nearsynonym	水瓶座	金牛座
hyponym	姿	外貌
hypernym	不加	勿
hyponym	滴	單位
hyponym	鍋子	容器
hyponym	化	物理
hypernym	江	地方
nearsynonym	燕	涼
antonym	減	添
nearsynonym	包	士
hypernym	獅	動物
antonym	不行	對
antonym	害	好處
antonym	不止	光
antonym	之後	前
hyponym	柏林	城市
nearsynonym	己	丁
nearsynonym	膽戰心驚	徬徨
hypernym	換取	易
antonym	假	真實
antonym	之內	外面
antonym	薄	重視
hypernym	憂傷	悲傷
hyponym	贈送	賦與
antonym	前方	後
antonym	客氣	不客氣
antonym	正	背
antonym	好	劣
hypernym	狀況	抽象
antonym	長	不足
nearsynonym	清	秦
hypernym	駒	車
antonym	淡	旺
nearsynonym	天秤座	雙魚座
nearsynonym	非洲	歐洲
synonym	轉眼間	頓時
hyponym	市民	居民
hypernym	領	接受
hypernym	下跪	跪
antonym	下	登
antonym	后	以上
antonym	新興	老
antonym	那兒	這裡
hypernym	當兵	充
hyponym	叔	名稱
synonym	有沒有	有否
hypernym	宅	房子
nearsynonym	黑	黃
hyponym	小朋友	人類
antonym	錯	對
hypernym	嶄新	新
hypernym	賺	入
hypernym	禮聘	聘任
nearsynonym	咸	益
holonym	山頂	山
hypernym	拉	挫
nearsynonym	漢	隋
hypernym	小學	組織
hypernym	稻	食物
hypernym	推	打
synonym	祇不過	僅有
hyponym	流量	物理
antonym	單單	不僅
hypernym	良方	法
nearsynonym	將	馬
nearsynonym	旅	師
hyponym	生產力	能力
hyponym	闊葉林	森林
hypernym	威尼斯	城市
antonym	祕	漏出
antonym	柔	硬
nearsynonym	熊	鷹
hypernym	秒	單位
meronym	好萊塢	美國
hypernym	斥	使
meronym	中	時間
hypernym	擊	打
antonym	撤	添
hypernym	釣魚	垂釣
antonym	男性	女人
hypernym	南極	區域
hypernym	駒	馬
synonym	例如說	比如
antonym	歿	生存
holonym	用	設備
hyponym	侯	名稱
synonym	更何況	況
nearsynonym	士	象
nearsynonym	涼	漢
nearsynonym	哥哥	姊姊
nearsynonym	車	將
nearsynonym	熊	虎
antonym	壞	舒服
hypernym	周	名稱
nearsynonym	井	剝
nearsynonym	亞	冠
antonym	疏	嫻熟
hypernym	會員	員
synonym	給予	賦
meronym	後代	人
hypernym	北平	行政區
hyponym	磨	工具
antonym	這兒	那裏
hyponym	四川省	地方
hyponym	集成	作品
antonym	嚴峻	淺
nearsynonym	大學生	高中生
hypernym	地理	學術
meronym	夾道	建築物
nearsynonym	虎	馬
holonym	子宮	女
hypernym	吸	拉
synonym	少許	一點兒
meronym	窗	房子
hypernym	物理	學術
meronym	年尾	時間
hypernym	流域	區域
antonym	晉	下降
nearsynonym	有線	無線
antonym	存	死
nearsynonym	狗	龍
hyponym	聯合國開發計畫署	組織
hypernym	頂	回
antonym	弊	好處
antonym	黑	白
antonym	生	練
synonym	可能	可能性
hypernym	惹到	惹
synonym	相比	倚
hyponym	川	地方
antonym	使得	不能
hypernym	夏	時間
hyponym	幫忙	幫
synonym	吐出	說出來
hyponym	身邊	狀況
hypernym	紀念堂	建築物
hyponym	球	空間
synonym	當成	作為
synonym	記下來	存
synonym	準	准
hypernym	尷尬	悲傷
synonym	公告週知	周知
synonym	大自然	自然界
nearsynonym	師	比
synonym	翻譯成	譯成
nearsynonym	韓	魏
hypernym	耗油	燒
nearsynonym	乾	井
hypernym	實體	實
hyponym	鮮	味道
nearsynonym	唐	周
hypernym	牴	角
hypernym	保	國家
hypernym	氣味	性質
meronym	月初	時間
antonym	直	曲
synonym	傳媒	媒體
antonym	加入	減
antonym	之下	上面
nearsynonym	義	孝
hypernym	派員	動
nearsynonym	過去	現在
synonym	中華	中國
synonym	轉眼間	轉瞬間
synonym	不但	不僅僅
hypernym	次	單位
antonym	高聲	低
hyponym	焦躁	生氣
antonym	提前	延
synonym	祇不過	惟有
antonym	佳	劣
antonym	戰	和解
antonym	提早	延後
synonym	有點	有點兒
nearsynonym	虎	兔
nearsynonym	書	數
hypernym	鳴唱	喚
nearsynonym	刀	槍
hypernym	失落	悲傷
antonym	升級	降低
hyponym	秀	名稱
nearsynonym	信	愛
synonym	為什麼	因何
hyponym	通信	通
hypernym	瓦	單位
nearsynonym	周	隋
nearsynonym	漢	秦
nearsynonym	豐	隨
antonym	男	女性
hypernym	搭配	調
antonym	早	后
hyponym	紅	顏色
synonym	記下來	志
nearsynonym	翼	星
hypernym	局	單位
hyponym	碟子	容器
hypernym	轉化為	變
nearsynonym	龍	象
hypernym	香	熟
synonym	天下	界
synonym	好比	例如說
hyponym	警局	建築物
hyponym	遊樂區	區域
hyponym	牛郎	人
meronym	年初	時間
hypernym	人生	時間
synonym	變為	轉變為
hypernym	虎	動物
hyponym	畫	作品
antonym	光	不僅僅
hyponym	機	幹
hyponym	作品	產物
hyponym	肇致	引致
hyponym	紫	名稱
nearsynonym	金	石
synonym	威脅到	威脅
hypernym	裡頭	位置
hyponym	象	物理
synonym	陽光	太陽
synonym	如果說	要是
hyponym	壯	狀況
hypernym	驚慌	驚訝
hypernym	領取	取
nearsynonym	剝	離
hyponym	東亞	區域
hypernym	酸楚	悲傷
hypernym	大學	位置
hyponym	展	活動
hyponym	生意	活動
hypernym	部	軍隊
synonym	意想不到	想不到
hyponym	東北	行政區
hyponym	韻律	作品
antonym	加上	減
hyponym	英	外貌
nearsynonym	愛	仁
synonym	若非	要不是
hyponym	領	受
hyponym	床	單位
nearsynonym	虎	鷹
nearsynonym	牛	熊
hyponym	清	外貌
hypernym	杯子	容器
hypernym	杭	地方
hyponym	作為	舉止
antonym	冷	旺
nearsynonym	明	今
hyponym	南區	區域
hyponym	灣	區域
antonym	好處	弊
hyponym	制服	衣服
antonym	祕	洩
hypernym	追求	跟
synonym	長於	精
hyponym	箱	單位
antonym	陽	陰
antonym	不光	僅
hyponym	韓國	地方
hypernym	溫暖	溫
nearsynonym	警員	警探
antonym	提高	降
nearsynonym	殿	冠
hypernym	船錨	錨
hypernym	鐵錨	錨
hypernym	錨	工具
holonym	錨	船
synonym	箭	矢
hypernym	毒箭	箭
hypernym	弓箭	箭
hypernym	鐵箭	箭
hypernym	弩箭	箭
hypernym	箭	武器
hypernym	箭	兵器
holonym	箭	弓箭
holonym	箭頭	箭
holonym	箭翎	箭
synonym	包	袋子
synonym	包	包包
synonym	包	袋
hypernym	皮包	包
hypernym	書包	包
hypernym	錢包	包
hypernym	布包	包
hypernym	包	生活品
hypernym	包	日用品
hypernym	包	工具
holonym	拉鎖	包
holonym	提手	包
hypernym	乒乓球	球
hypernym	冰球	球
hypernym	籃球	球
hypernym	排球	球
hypernym	足球	球
holonym	球膽	球
holonym	球皮	球
holonym	球心	球
synonym	熊	狗熊
hypernym	灰熊	熊
hypernym	棕熊	熊
hypernym	北極熊	熊
hypernym	熊	動物
holonym	熊爪子	熊
holonym	熊掌	熊
hypernym	鋼絲床	床
hypernym	平板床	床
hypernym	雙層床	床
hypernym	吊床	床
hypernym	木床	床
hypernym	床	傢俱
holonym	床板	床
holonym	床腿	床
hypernym	老鷹	鳥
hypernym	大雁	鳥
hypernym	燕子	鳥
hypernym	鴕鳥	鳥
hypernym	麻雀	鳥
hypernym	貓頭鷹	鳥
hypernym	翠鳥	鳥
hypernym	雞	鳥
hypernym	鴿子	鳥
hypernym	鴨子	鳥
hypernym	鳥	動物
holonym	鳥喙	鳥
holonym	眼睛	鳥
holonym	嘴	鳥
holonym	爪子	鳥
holonym	羽毛	鳥
holonym	翅膀	鳥
synonym	血	血液
hypernym	B型血	血
hypernym	A型血	血
hypernym	雞血	血
hypernym	鮮血	血
holonym	血	身體
holonym	血	血管
holonym	白細胞	血
holonym	紅細胞	血
holonym	水	血
holonym	血小板	血
synonym	船	舟
synonym	船	船舶
hypernym	氣墊船	船
hypernym	輪船	船
hypernym	漁船	船
hypernym	帆船	船
hypernym	舢板	船
holonym	螺旋槳	船
holonym	船槳	船
holonym	船錨	船
holonym	船艙	船
holonym	甲板	船
holonym	推進器	船
synonym	書	書籍
hypernym	期刊	書
hypernym	畫冊	書
hypernym	課本	書
hypernym	雜誌	書
hypernym	工具書	書
hypernym	參考書	書
hypernym	書	讀物
holonym	紙	書
holonym	扉頁	書
holonym	封底	書
holonym	書脊	書
holonym	封面	書
hypernym	大碗	碗
hypernym	瓷碗	碗
hypernym	木碗	碗
hypernym	玻璃碗	碗
hypernym	石碗	碗
hypernym	碗	器皿
hypernym	碗	容器
hypernym	碗	餐具
holonym	碗口	碗
holonym	碗壁	碗
holonym	碗底	碗
synonym	胸	胸部
synonym	胸	乳房
antonym	胸	背部
antonym	胸	腹背
hypernym	平胸	胸
hypernym	雞胸	胸
hypernym	胸	器官
holonym	胸	身體
holonym	胸	軀幹
holonym	胸腔	胸
synonym	橋	橋樑
antonym	橋	路
hypernym	竹橋	橋
hypernym	木橋	橋
hypernym	石拱橋	橋
hypernym	石橋	橋
hypernym	磚橋	橋
hypernym	橋	建築
hypernym	橋	藝術品
hypernym	橋	通道
holonym	橋墩	橋
holonym	橋面	橋
holonym	引橋	橋
holonym	橋樑	橋
holonym	橋臺	橋
holonym	橋孔	橋
synonym	桶	箱
hypernym	木桶	桶
hypernym	鐵桶	桶
hypernym	塑膠桶	桶
hypernym	水桶	桶
hypernym	桶	器皿
hypernym	桶	容器
hypernym	桶	器具
holonym	底	桶
holonym	蓋	桶
holonym	把手	桶
synonym	糖	糖果
antonym	糖	鹽
hypernym	橡皮糖	糖
hypernym	葡萄糖	糖
hypernym	奶糖	糖
hypernym	紅糖	糖
hypernym	冰糖	糖
hypernym	夾心糖	糖
hypernym	白糖	糖
hypernym	糖	食品
hypernym	糖	佐料
hypernym	糖	食物
holonym	糖	化合物
synonym	貓	貓咪
hypernym	野貓	貓
hypernym	波斯貓	貓
hypernym	黑貓	貓
hypernym	白貓	貓
hypernym	花貓	貓
hypernym	狸貓	貓
hypernym	貓	寵物
holonym	爪子	貓
holonym	腦袋	貓
holonym	耳朵	貓
holonym	鬍鬚	貓
holonym	貓爪	貓
holonym	尾巴	貓
holonym	軀幹	貓
hypernym	野雞	雞
hypernym	小雞	雞
hypernym	烏雞	雞
hypernym	公雞	雞
hypernym	火雞	雞
hypernym	母雞	雞
hypernym	雞	動物
hypernym	雞	家禽
hypernym	雞	食物
holonym	腿	雞
holonym	腦袋	雞
holonym	雞冠	雞
holonym	耳朵	雞
holonym	雞爪	雞
holonym	眼睛	雞
holonym	翅膀	雞
holonym	頭	雞
holonym	雞翅	雞
holonym	尾巴	雞
synonym	圓	圓形
synonym	圓	圓圈
antonym	圓	方
antonym	圓	正方形
hypernym	橢圓	圓
hypernym	圓	圖形
holonym	弧	圓
holonym	圓心	圓
holonym	圓點	圓
holonym	直徑	圓
synonym	雲	雲朵
hypernym	白雲	雲
hypernym	烏雲	雲
hypernym	積雲	雲
hypernym	卷雲	雲
hypernym	水牛	牛
hypernym	母牛	牛
hypernym	奶牛	牛
hypernym	野牛	牛
hypernym	黃牛	牛
hypernym	肉牛	牛
hypernym	公牛	牛
hypernym	犛牛	牛
hypernym	牛	家畜
holonym	角	牛
holonym	腿	牛
holonym	尾巴	牛
holonym	頭	牛
holonym	軀幹	牛
synonym	鹿	麋
hypernym	馴鹿	鹿
hypernym	水鹿	鹿
hypernym	長頸鹿	鹿
hypernym	梅花鹿	鹿
hypernym	麋鹿	鹿
hypernym	鹿	動物
holonym	鹿皮	鹿
holonym	鹿角	鹿
holonym	鹿筋	鹿
holonym	腿	鹿
holonym	頭	鹿
holonym	尾巴	鹿
holonym	軀幹	鹿
synonym	狗	犬
synonym	狗	狗狗
hypernym	金毛	狗
hypernym	導盲犬	狗
hypernym	交通犬	狗
hypernym	牧羊犬	狗
hypernym	藏獒	狗
hypernym	沙皮狗	狗
hypernym	哈巴狗	狗
hypernym	狼狗	狗
hypernym	哈士奇	狗
hypernym	松獅	狗
hypernym	狗	家畜
holonym	皮	狗
holonym	腿	狗
holonym	頭	狗
holonym	尾巴	狗
holonym	軀幹	狗
hypernym	防盜門	門
hypernym	金屬門	門
hypernym	石門	門
hypernym	院門	門
hypernym	鐵門	門
hypernym	房門	門
hypernym	玻璃門	門
hypernym	城門	門
hypernym	木門	門
holonym	門	建築物
holonym	門	院子
holonym	門	城池
holonym	門	房屋
holonym	門	房子
holonym	門	房間
holonym	門洞	門
holonym	門框	門
holonym	門檻	門
holonym	門栓	門
holonym	把手	門
holonym	鎖	門
holonym	門扇	門
antonym	龍	鳳凰
hypernym	饕餮	龍
hypernym	龍	動物
hypernym	龍	神獸
holonym	鬍鬚	龍
holonym	角	龍
holonym	鱗	龍
holonym	龍頭	龍
holonym	尾巴	龍
hypernym	架子鼓	鼓
hypernym	軍鼓	鼓
hypernym	皮鼓	鼓
hypernym	戰鼓	鼓
hypernym	腰鼓	鼓
hypernym	鼓	樂器
holonym	鼓	樂隊
holonym	蒙皮	鼓
holonym	鼓槌	鼓
synonym	象	大象
hypernym	猛獁象	象
hypernym	非洲象	象
hypernym	亞洲象	象
hypernym	象	動物
holonym	鼻子	象
holonym	象牙	象
holonym	象鼻	象
synonym	臉	面部
synonym	臉	面
antonym	臉	屁股
hypernym	大臉	臉
hypernym	臉	器官
holonym	臉	頭部
holonym	臉	身體
holonym	額頭	臉
holonym	面頰	臉
holonym	嘴	臉
holonym	眉毛	臉
holonym	臉頰	臉
holonym	鼻子	臉
synonym	田	田地
synonym	田	農田
synonym	田	地
antonym	田	池塘
hypernym	水田	田
hypernym	梯田	田
hypernym	稻田	田
hypernym	旱田	田
hypernym	田	土地
holonym	田	村子
holonym	土壤	田
holonym	田壟	田
holonym	莊稼	田
synonym	火	火苗
synonym	火	火焰
hypernym	大火	火
holonym	火苗	火
hypernym	黃花魚	魚
hypernym	草魚	魚
hypernym	鱸魚	魚
hypernym	鯰魚	魚
hypernym	黑魚	魚
hypernym	鱔魚	魚
hypernym	刀魚	魚
hypernym	泥鰍	魚
hypernym	鯉魚	魚
hypernym	鱈魚	魚
hypernym	魚	動物
hypernym	魚	食物
hypernym	魚	水產品
holonym	魚	食物
holonym	鰭	魚
holonym	尾巴	魚
holonym	鱗	魚
synonym	花	花兒
synonym	花	花朵
hypernym	茉莉	花
hypernym	曇花	花
hypernym	向日葵	花
hypernym	玫瑰	花
hypernym	牽牛花	花
hypernym	牡丹	花
hypernym	百合	花
hypernym	月季	花
hypernym	丁香	花
hypernym	鮮花	花
hypernym	菊花	花
hypernym	花	植物
holonym	花瓣	花
holonym	花萼	花
holonym	花蕾	花
holonym	花蕊	花
synonym	腳	足
synonym	腳	腳丫
hypernym	腳	四肢
hypernym	腳	器官
holonym	腳	身體
holonym	腳背	腳
holonym	足弓	腳
holonym	腳趾	腳
holonym	腳後跟	腳
holonym	腳掌	腳
synonym	鬼	鬼魂
synonym	鬼	魔
antonym	鬼	神
hypernym	厲鬼	鬼
hypernym	閻王	鬼
hypernym	餓死鬼	鬼
synonym	薑	生薑
hypernym	生薑	薑
hypernym	薑	食物
hypernym	薑	植物
hypernym	薑	佐料
holonym	薑	菜
hypernym	白鵝	鵝
hypernym	萊茵鵝	鵝
hypernym	獅頭鵝	鵝
hypernym	鵝	動物
hypernym	鵝	家禽
holonym	鵝	鳥類
holonym	頭	鵝
holonym	鵝毛	鵝
holonym	嘴	鵝
holonym	翅膀	鵝
holonym	尾巴	鵝
holonym	軀幹	鵝
hypernym	青草	草
hypernym	牧草	草
hypernym	小草	草
hypernym	孔雀草	草
hypernym	狗尾巴草	草
hypernym	豬籠草	草
hypernym	草	植物
holonym	草	草坪
holonym	葉	草
holonym	根	草
hypernym	大蔥	蔥
hypernym	胡蔥	蔥
hypernym	蔥	佐料
hypernym	蔥	食物
holonym	蔥	植物
holonym	葉	蔥
hypernym	機關槍	槍
hypernym	手槍	槍
hypernym	狙擊槍	槍
hypernym	步槍	槍
hypernym	衝鋒槍	槍
hypernym	槍	武器
holonym	扳機	槍
holonym	槍柄	槍
holonym	槍管	槍
holonym	刺刀	槍
holonym	槍栓	槍
holonym	槍托	槍
holonym	彈夾	槍
holonym	子彈	槍
antonym	手	足
antonym	手	腳
hypernym	手	四肢
hypernym	手	器官
holonym	手	身體
holonym	手	手臂
holonym	指紋	手
holonym	手掌	手
holonym	手指	手
synonym	頭	頭部
synonym	頭	腦袋
synonym	頭	首
antonym	頭	腳
antonym	頭	尾
hypernym	人頭	頭
hypernym	頭	器官
holonym	頭	身體
holonym	頭髮	頭
holonym	頭頂	頭
holonym	臉	頭
synonym	心	心臟
hypernym	心	器官
holonym	心	身體
holonym	左心室	心
holonym	左心房	心
holonym	右心室	心
holonym	心室	心
holonym	右心房	心
holonym	心房	心
synonym	蹄	足
synonym	蹄	蹄子
synonym	蹄	腳
hypernym	牛蹄	蹄
hypernym	豬蹄	蹄
hypernym	馬蹄	蹄
holonym	蹄	腳
hypernym	伊犁馬	馬
hypernym	蒙古馬	馬
hypernym	劣馬	馬
hypernym	老馬	馬
hypernym	駿馬	馬
hypernym	馬	家畜
holonym	尾巴	馬
holonym	蹄	馬
holonym	頭	馬
holonym	馬鬃	馬
holonym	馬尾	馬
holonym	軀幹	馬
hypernym	樸刀	刀
hypernym	小刀	刀
hypernym	大刀	刀
hypernym	手術刀	刀
hypernym	水果刀	刀
hypernym	菜刀	刀
hypernym	砍刀	刀
hypernym	刀	炊具
hypernym	刀	武器
hypernym	刀	兵器
holonym	刀把	刀
holonym	刀鋒	刀
holonym	刀刃	刀
holonym	刀柄	刀
synonym	湖	湖泊
hypernym	鹹水湖	湖
hypernym	淡水湖	湖
hypernym	內陸湖	湖
hypernym	湖	地形
synonym	腿	下肢
hypernym	腿	器官
holonym	腿	身體
holonym	小腿	腿
holonym	腿腕	腿
holonym	大腿	腿
holonym	膝蓋	腿
synonym	信	箋
synonym	信	消息
hypernym	平信	信
hypernym	航空信	信
hypernym	掛號信	信
holonym	信封	信
holonym	信紙	信
hypernym	銅鎖	鎖
hypernym	電子鎖	鎖
hypernym	指紋鎖	鎖
hypernym	彈簧鎖	鎖
hypernym	門鎖	鎖
hypernym	鎖	物品
hypernym	鎖	器具
holonym	鎖孔	鎖
holonym	鑰匙	鎖
holonym	鎖芯	鎖
hypernym	肺	器官
holonym	肺	身體
holonym	肺葉	肺
holonym	肺片	肺
holonym	膈	肺
holonym	氣管	肺
hypernym	驢肉	肉
hypernym	狗肉	肉
hypernym	牛肉	肉
hypernym	羊肉	肉
hypernym	魚肉	肉
hypernym	豬肉	肉
hypernym	雞肉	肉
hypernym	肉	食物
synonym	錢	貨幣
synonym	錢	錢財
hypernym	硬幣	錢
hypernym	銀元	錢
hypernym	金幣	錢
hypernym	紙幣	錢
hypernym	銅板	錢
hypernym	錢	物品
synonym	山	山脈
synonym	山	山巒
hypernym	構造山	山
hypernym	侵蝕山	山
hypernym	小山	山
hypernym	堆積山	山
hypernym	山	地貌
holonym	山	地形
holonym	山頭	山
holonym	山坡	山
holonym	山腳	山
holonym	山脊	山
synonym	嘴	嘴巴
synonym	嘴	口
hypernym	嘴	器官
holonym	嘴	身體
holonym	嘴唇	嘴
antonym	針	線
hypernym	縫衣針	針
hypernym	金針	針
hypernym	銀針	針
hypernym	繡花針	針
hypernym	針	物品
holonym	針	注射器
holonym	針眼	針
holonym	針尖	針
holonym	針鼻	針
synonym	巢	鳥窩
synonym	巢	窩
hypernym	鳥巢	巢
hypernym	蜂巢	巢
synonym	網	漁網
synonym	網	網路
synonym	網	網際網路
hypernym	漁網	網
hypernym	鐵絲網	網
hypernym	網	工具
holonym	網眼	網
synonym	紙	紙張
antonym	紙	筆
hypernym	草稿紙	紙
hypernym	打印紙	紙
hypernym	宣紙	紙
hypernym	印刷紙	紙
hypernym	白紙	紙
hypernym	銅版紙	紙
hypernym	牛皮紙	紙
hypernym	紙	文具
hypernym	紙	載體
synonym	梨	梨子
hypernym	鴨梨	梨
hypernym	雪梨	梨
hypernym	鱷梨	梨
hypernym	梨	水果
holonym	核	梨
holonym	把	梨
hypernym	鵜	鳥
hypernym	鋼筆	筆
hypernym	圓珠筆	筆
hypernym	鉛筆	筆
hypernym	毛筆	筆
hypernym	水筆	筆
hypernym	彩筆	筆
hypernym	油畫筆	筆
hypernym	筆	文具
hypernym	筆	工具
